CustomerID,Company,Job Title,Employment Status,Job Start Date,Annual Income,Industry
3475,Vivid Snaps LLP,Chief Executive Officer,Employee,24/4/2001,222000,Service
3476,Bank of Tokyo-Mitsubishi Limited,Secretary,Employee,11/7/2003,49320,Banking and Finance
3477,Singapore Post Limited,Customer Service Officer,Employee,4/3/2001,50000,Logistics
3478,Financial Perspectives Pte Ltd,Web Developer,Employee,6/4/2011,57000,Education
3479,Dizyatec Solutions Pte Ltd,IT Support Engineer,Employee,25/7/2011,48200,Information Technology
3480,Vadaro Pte Ltd,System Programmer,Employee,4/9/2001,80100,Information Technology
3481,Singapore Press Holdings,Vice President,Employee,26/8/2003,158160,Media
3482,SBS Transit Limited,Secretary,Employee,14/2/2001,42000,Transport
3483,Talent Logic Pte Ltd,Production Supervisor,Employee,30/6/2002,50000,Electronics
3484,Wilmar International Limited,Technician,Employee,19/11/2002,59760,Agribusiness
3485,Advanced Marine Pte Ltd,Marine Consultant,Employee,1/3/2003,49400,Marine
3486,Singapore Airlines Cargo,Manager,Employee,17/7/2002,75600,Transport
3487,ComfortDelGro Corporation Limited,Legal Consultant,Employee,1/1/2007,141600,Transport
3488,Keppel Corporation Limited,Data Analyst,Employee,25/12/2002,49200,Diversified
3489,Singapore Expats,Marketing Officer,Employee,11/11/2006,52000,Property
3490,SembCorp Industries Limited,Chief Operations Manager,Employee,4/9/2002,53000,Diversified
3491,Aetos Security Management Pte Ltd,Auxiliary Officer,Employee,19/1/2011,47000,Security
3492,Talent Logic Pte Ltd,Software Developer,Employee,5/4/2003,90000,Electronics
3493,RSM International,Chief Auditor,Employee,19/3/2001,112000,Accounting
3494,Valuair,Operations Manager,Employee,27/7/2001,82200,Transport
3495,Singapore Petroleum Company Limited,Senior IT Specialist,Employee,12/1/2002,158700,Energy and Utility
3496,Sumitomo Mitsui Banking Corporation,Senior Risk Manager,Employee,4/12/2002,145600,Banking and Finance
3497,Jetstar Asia Airways,Supervisor,Employee,6/12/2002,60160,Transport
3498,Wing Tai Holdings Limited,Database Administrator,Employee,9/10/2007,48800,Property
3499,Creative Technology,Senior Data Analyst,Employee,1/5/2001,80000,Electronics
3500,NTUC FairPrice Co-Operative Ltd,Security Officer,Employee,28/10/2010,74000,Retail
3501,Capital Dynamics (S) Pte Ltd,Clerk,Employee,16/4/2003,53500,Consulting
3502,SMRT Corporation,General Manager,Employee,28/9/2003,78100,Transport
3503,Aurigin Technology,Marketing Executive,Employee,21/1/2002,202200,Electronics
3504,M.SaaS Solutions Pte Ltd,Project Administrator,Employee,21/5/2002,52800,Information Technology
3505,Singapore Airport Terminal Services Limited,Manager,Employee,31/12/2001,74640,Transport
3506,Keppel Corporation Limited,Senior Data Analyst,Employee,9/10/2002,52000,Diversified
3507,ComfortDelGro Corporation Limited,Quality Assurance Officer,Employee,27/12/2001,54400,Transport
3508,Serai Makan Place,Data Analyst,Employee,28/9/2011,52320,Food and Beverages
3509,SIA Engineering Company Limited,Manager,Employee,16/11/1988,31626,Manufacturing
3510,Koufu Pte Ltd,Production Supervisor,Employee,8/9/2003,42000,Food and Beverages
3511,Vadaro Pte Ltd,System Programmer,Employee,9/5/2001,76000,Information Technology
3512,Venture Corporation Limited,Accountant,Employee,21/7/2003,86760,Manufacturing
3513,Acacia Design Consultants Pte Ltd,Applications Programmer,Employee,26/11/2011,76000,Design
3514,Temasek Holdings,Database Administrator,Employee,29/1/2002,43000,Investment
3515,Temasek Holdings,Vice President,Employee,26/7/2003,113520,Investment
3516,Wing Tai Holdings Limited,President,Employee,17/1/2003,55720,Property
3517,SilkAir,Pilot,Employee,18/8/2002,81000,Transport
3518,StarHub Limited,Operations Manager,Employee,12/3/2010,60000,Communications
3519,Jetstar Asia Airways,Senior Technician,Employee,4/1/2003,81000,Transport
3520,Capital Dynamics (S) Pte Ltd,Senior Database Administrator,Employee,12/9/2002,86440,Consulting
3521,Calyon Bank,Legal Officer,Employee,14/12/2001,83000,Banking and Finance
3522,Changi International Airport Services Pte Ltd,Risk Assessment Officer,Employee,18/6/2001,114000,Transport
3523,A.P.Moller Singapore Pte Ltd,IT Executive,Employee,12/5/2002,82200,Transport
3524,Tropical Aeroponics Pte Ltd,Production Supervisor,Employee,5/11/2002,51000,Agribusiness
3525,Eng Leong Medallic Industries Pte Ltd,IT Specialist,Employee,20/5/2001,50400,Manufacturing
3526,TRIREME MEDICAL (SINGAPORE) PTE LTD,Data Analyst,Employee,5/6/2002,52000,HealthCare
3527,iTPace Software Pte Ltd,Marketing Manager,Employee,4/12/2005,48240,Information Technology
3528,MHC Asia Group Pte Ltd,Medical Records Clerk,Employee,19/12/2010,50000,HealthCare
3529,Deltroy Private Limited,Director,Employee,6/8/2003,201600,Accounting
3530,M.SaaS Solutions Pte Ltd,IT Specialist,Employee,21/8/2003,50400,Information Technology
3531,Alexandra Health,Head Surgeon,Employee,7/8/2003,254000,HealthCare
3532,Tiger Airways,Supervisor,Employee,16/5/2002,54400,Transport
3533,Bytech Asia Pacific Pte Ltd,Senior Team Leader,Employee,6/10/2001,52000,Information Technology
3534,Hyflux Limited,Technical Writer,Employee,14/9/2002,53600,Manufacturing
3535,M.SaaS Solutions Pte Ltd,Senior Marketing Manager,Employee,23/4/2007,52000,Information Technology
3536,Global Maritime Consultancy Pte Ltd,Senior Engineer,Employee,4/6/2001,49200,Marine
3537,Venture Corporation Limited,Database Administrator,Employee,28/2/2002,52000,Manufacturing
3538,InVue Security Products,Vice President,Employee,22/8/2002,202000,Security
3539,City Developments Limited,It Specialist,Employee,23/3/2010,74600,Property
3540,Vadaro Pte Ltd,IT Specialist,Employee,22/12/2002,47000,Information Technology
3541,Mount Alvernia Hospital,Surgeon,Employee,10/7/2001,73000,HealthCare
3542,SMRT Corporation,Secretary,Employee,9/9/2003,52880,Transport
3543,Certis CISCO Security Pte Ltd,Electrical Specialist,Employee,23/8/2001,159600,Security
3544,Singapore Airlines Limited,Data Analyst,Employee,2/3/2009,82000,Transport
3545,Global Maritime Consultancy Pte Ltd,Marine Consultant,Employee,10/2/2002,52880,Marine
3546,Dizyatec Solutions Pte Ltd,Marketing Manager,Employee,4/8/2001,50000,Information Technology
3547,Koufu Pte Ltd,Human Resource Manager,Employee,21/3/2003,52000,Food and Beverages
3548,Pan-Asia Investment Group Holding Co Inc,Senior Data Analyst,Employee,7/11/2001,60240,Investment
3549,CapitaLand Limited,Property Agent,Employee,5/12/2003,74800,Property
3550,Flextronics,Risk Assessment Officer,Employee,16/1/2001,74800,Manufacturing
3551,Jetstar Asia Airways,Admin Assistant,Employee,9/1/2003,47000,Transport
3552,Neptune Orient Lines Limited,System Analyst,Employee,27/11/2008,76000,Transport
3553,Jurong Port Pte Ltd,Assistant Manager,Employee,17/6/2003,56000,Transport
3554,Singapore Technologies Engineering Ltd,Operations Manager,Employee,19/9/2002,58400,Manufacturing
3555,Aurigin Technology,Database Administrator,Employee,26/5/2003,49000,Electronics
3556,City Developments Limited,Board of Chairman,Employee,11/6/2004,210700,Property
3557,Global Maritime Consultancy Pte Ltd,Equipment Inspector,Employee,16/5/2001,49400,Marine
3558,SMRT Corporation,Clerk,Employee,26/3/1981,31432,Transport
3559,Singapore Expats,Marketing Officer,Employee,25/2/2003,49000,Property
3560,Bank of India,Branch Manager,Employee,22/5/2002,57320,Banking and Finance
3561,Wilmar International Limited,Production Supervisor,Employee,31/7/2008,53760,Agribusiness
3562,Aurigin Technology,Sales Executive,Employee,16/3/2002,50400,Electronics
3563,AIBI International,Customer Service,Employee,4/1/1996,30328,HealthCare
3564,Certis CISCO Security Pte Ltd,Customer Service Officer,Employee,26/2/2002,50000,Security
3565,Keppel Corporation Limited,Public Relations Director,Employee,29/1/2001,159600,Diversified
3566,Temasek Holdings,Chief Executive Officer,Employee,18/5/2001,202000,Investment
3567,Raffles Medical,Nurse,Employee,29/8/2001,42000,HealthCare
3568,Wing Tai Holdings Limited,Property Agent,Employee,23/8/2001,100000,Property
3569,Singapore Press Holdings,Reporter,Employee,17/7/2001,50080,Media
3570,Singapore Airport Terminal Services Limited,Technician,Employee,12/3/2003,59800,Transport
3571,Singapore Civil Defence Force,Employment Officer,Employee,28/1/2002,51200,Government
3572,Venture Corporation Limited,Team Leader,Employee,29/11/2006,47240,Manufacturing
3573,Sumitomo Mitsui Banking Corporation,Systems Programmer,Employee,30/11/2001,81100,Banking and Finance
3574,OSIM International Limited,Legal Associate,Employee,24/11/2001,254000,HealthCare
3575,Pacific Century Regional Developments Limited,Sales Specialist,Employee,23/3/2001,56000,Communications
3576,Certis CISCO Security Pte Ltd,Auxiliary Officer,Employee,17/2/2003,50700,Security
3577,Flextronics,Market Research Analyst,Employee,16/3/2001,82280,Manufacturing
3578,United Overseas Bank Limited,Senior Manager,Employee,25/3/2001,49000,Banking and Finance
3579,Wing Tai Holdings Limited,President,Employee,30/1/2003,52000,Property
3580,NTUC FairPrice Co-Operative Ltd,Technician,Employee,18/11/2002,44760,Retail
3581,Singapore Airport Terminal Services Limited,Flight Attendant,Employee,8/9/2002,74800,Transport
3582,Tiger Airways,Technician,Employee,17/6/2003,52000,Transport
3583,NTUC FairPrice Co-Operative Ltd,Supervisor,Employee,13/5/2009,42000,Retail
3584,Asia TCM Pte Ltd,Senior Specialist,Employee,26/12/2002,77760,HealthCare
3585,Raffles Medical,Surgeon,Employee,10/5/2003,83100,HealthCare
3586,Electronics & Engineering Pte Ltd,Quality Assurance Specialist,Employee,17/4/2002,76000,Diversified
3587,M.SaaS Solutions Pte Ltd,Admin Assistant,Employee,17/7/2002,42400,Information Technology
3588,Global Maritime Consultancy Pte Ltd,Cargo Operator,Employee,14/7/2002,53000,Marine
3589,PSA International Pte Ltd,Marketing Executive,Employee,12/4/2001,114480,Investment
3590,Changi International Airport Services Pte Ltd,Pilot,Employee,30/10/2002,103640,Transport
3591,Singapore Airport Terminal Services Limited,IT Specialist,Employee,7/9/2003,74840,Transport
3592,SMRT Corporation,Legal Consultant,Employee,28/8/2002,100000,Transport
3593,UCO Bank,Director,Employee,17/8/2003,81100,Banking and Finance
3594,Deltroy Private Limited,Supervisor,Employee,2/9/2003,75600,Accounting
3595,AIBI International,Legal Associate,Employee,19/11/2002,255000,HealthCare
3596,Certis CISCO Security Pte Ltd,Electrical Specialist,Employee,11/11/2002,144000,Security
3597,City Developments Limited,Marketing Officer,Employee,5/4/2007,42500,Property
3598,StarHub Limited,Public Affairs Manager,Employee,11/4/2003,60240,Communications
3599,SembCorp Industries Limited,Operations Director,Employee,11/7/2002,55000,Diversified
3600,Critica,Secretary,Employee,4/8/2001,32640,Design
3601,NTUC FairPrice Co-Operative Ltd,Supervisor,Employee,17/3/2004,42000,Retail
3602,AcuMed Medical Pte Ltd,Operations Manager,Employee,27/3/2001,54400,HealthCare
3603,Vadaro Pte Ltd,Marketing Manager,Employee,15/3/2003,50520,Information Technology
3604,Singapore Telecommunications Limited,Operations Manager,Employee,4/3/2001,82280,Communications
3605,MediaCorp Private Limited,Security Officer,Employee,13/11/2009,47000,Media
3606,Bytech Asia Pacific Pte Ltd,Operations Manager,Employee,15/4/2002,51000,Information Technology
3607,Creative Technology,Web Developer,Employee,31/3/2001,47000,Electronics
3608,Global Maritime Consultancy Pte Ltd,Marine Engineer,Employee,1/2/2001,78000,Marine
3609,The Fullerton Hotel,Admin Assistant,Employee,29/5/1980,31627,Hospitality
3610,CapitaLand Limited,Marketing Officer,Employee,16/5/2006,76000,Property
3611,Temasek Holdings,Supervisor,Employee,1/4/2003,47000,Investment
3612,Wing Tai Holdings Limited,Marketing Officer,Employee,19/6/2003,73000,Property
3613,Global Maritime Consultancy Pte Ltd,Cargo Operator,Employee,15/8/2002,52920,Marine
3614,MHC Asia Group Pte Ltd,Medical Records Clerk,Employee,24/1/2003,50000,HealthCare
3615,Aetos Security Management Pte Ltd,Insurance Officer,Employee,7/3/1995,31628,Security
3616,Wing Tai Holdings Limited,Quality Inspector,Employee,21/6/2010,52000,Property
3617,JTC Corporation,Secretary,Employee,28/12/1983,32756,Government
3618,Hyflux Limited,Accountant,Employee,1/7/2002,80440,Manufacturing
3619,Chartered Semiconductor Manufacturing,Logistics Manager,Employee,22/12/2001,74880,Manufacturing
3620,Seagate Technology,Customer Service Officer,Employee,25/10/2008,50000,Data Storage
3621,MediaCorp Private Limited,Reporter,Employee,3/9/2005,73000,Media
3622,Vivid Snaps LLP,Electrical Engineer,Employee,25/5/2006,74600,Service
3623,Wing Tai Holdings Limited,Senior Finance Manager,Employee,30/5/2002,80500,Property
3624,SMRT Corporation,Clerk,Employee,29/8/1994,31629,Transport
3625,StarHub Limited,Operations Manager,Employee,16/3/2001,87000,Communications
3626,Venture Corporation Limited,Clerk,Employee,29/11/2003,33000,Manufacturing
3627,Singapore Airport Terminal Services Limited,Secretary,Employee,29/1/2001,53000,Transport
3628,Critica,Senior Clerk,Employee,10/3/2002,100000,Design
3629,Changi International Airport Services Pte Ltd,Admin Assistant,Employee,7/9/2003,51960,Transport
3630,SilkAir,Quality Assurance Manager,Employee,12/3/2001,83480,Transport
3631,Creative Technology,Clerk,Employee,20/2/1997,31439,Electronics
3632,M.SaaS Solutions Pte Ltd,Project Leader,Employee,25/6/2003,45000,Information Technology
3633,Medical Technology,Legal Associate,Employee,15/6/2003,259000,HealthCare
3634,Hosted Patio Pte Ltd,Human Resource Manager,Employee,3/2/2011,56600,Food and Beverages
3635,Seagate Technology,Customer Service Officer,Employee,31/3/2002,45000,Data Storage
3636,Seagate Technology,Sales Manager,Employee,19/3/2002,50000,Data Storage
3637,MediaCorp Private Limited,Security Officer,Employee,23/7/2001,58400,Media
3638,Singapore Telecommunications Limited,Legal Advisor,Employee,9/12/2001,55000,Communications
3639,Jetstar Asia Airways,IT Specialist,Employee,1/10/2002,76400,Transport
3640,NTUC FairPrice Co-Operative Ltd,Inventory Inspector,Employee,6/11/2008,73200,Retail
3641,Thakral Corporation Ltd,Civil Engineer,Employee,25/12/2001,74960,Diversified
3642,Changi International Airport Services Pte Ltd,Pilot,Employee,12/5/2002,222000,Transport
3643,AIBI International,Clerk,Employee,13/10/1987,31639,HealthCare
3644,CapitaLand Limited,Property Agent,Employee,27/9/2001,60320,Property
3645,Certis CISCO Security Pte Ltd,Risk Assessment,Employee,2/7/1988,32423,Security
3646,Seagate Technology,Clerk,Employee,26/12/2001,50000,Data Storage
3647,Dizyatec Solutions Pte Ltd,Senior Clerk,Employee,17/12/2007,56000,Information Technology
3648,TRIREME MEDICAL (SINGAPORE) PTE LTD,Research & Development,Employee,3/10/2003,79000,HealthCare
3649,NOVATTE Pte Ltd,Data Analyst,Employee,2/12/2010,58400,Manufacturing
3650,TRIREME MEDICAL (SINGAPORE) PTE LTD,Telecommunications Engineer,Employee,29/1/2003,83500,HealthCare
3651,SilkAir,Supervisor,Employee,21/1/2003,78100,Transport
3652,InVue Security Products,Risk Assessment,Employee,7/1/2005,76000,Security
3653,Bytech Asia Pacific Pte Ltd,Senior Marketing Manager,Employee,2/5/2002,60360,Information Technology
3654,Certis CISCO Security Pte Ltd,Driver,Employee,28/2/2005,48000,Security
3655,Clouet Trading Pte Ltd,Head Cook,Employee,19/1/2003,33000,Food and Beverages
3656,Singapore Airlines Limited,Admin Assistant,Employee,30/12/2003,45000,Transport
3657,Bloomsbury Knowledge (Singapore) Pte Ltd,Senior Lecturer,Employee,15/6/2003,92000,Education
3658,Keppel Corporation Limited,Production Manager,Employee,3/11/2011,50000,Diversified
3659,PSA International Pte Ltd,Senior IT Analyst,Employee,12/3/2003,82040,Investment
3660,Wing Tai Holdings Limited,Senior Finance Manager,Employee,21/4/2003,81000,Property
3661,Temasek Holdings,Board of Directors,Employee,25/12/2002,224500,Investment
3662,SingTel Limited,Public Affairs Manager,Employee,14/6/2004,55000,Communications
3663,Singapore Telecommunications Limited,Senior Financial Advisor,Employee,23/5/2007,58000,Communications
3664,Acacia Design Consultants Pte Ltd,Secretary,Employee,29/4/2009,42000,Design
3665,Singapore Power,Database Administrator,Employee,13/5/2003,42000,Energy and Utility
3666,Wing Tai Holdings Limited,Data Analyst,Employee,8/8/2001,52000,Property
3667,Hyflux Limited,Market Research Analyst,Employee,22/10/2002,82280,Manufacturing
3668,Season General Services,Admin Assistant,Employee,8/10/2002,38400,Service
3669,Neptune Orient Lines Limited,Driver,Employee,9/9/2011,76000,Transport
3670,Singapore Power,Senior IT Specialist,Employee,28/6/2001,100000,Energy and Utility
3671,Popular Holdings,Inventory Inspector,Employee,26/4/2001,60000,Retail
3672,City Developments Limited,Quality Inspector,Employee,28/1/2003,75000,Property
3673,M.SaaS Solutions Pte Ltd,Marketing Manager,Employee,21/1/2001,49000,Information Technology
3674,Chartered Semiconductor Manufacturing,Manager,Employee,25/10/1984,32022,Manufacturing
3675,Vadaro Pte Ltd,Public Relations Manager,Employee,14/3/2004,78400,Information Technology
3676,Global Corporate Advisory Pte Ltd,Admin Assistant,Employee,21/10/2006,42000,Accounting
3677,Deltroy Private Limited,Clerk,Employee,18/12/2002,45000,Accounting
3678,MHC Asia Group Pte Ltd,Optician,Employee,3/3/2002,60400,HealthCare
3679,Singapore Post Limited,Data Analyst,Employee,22/3/2001,77320,Logistics
3680,United Overseas Bank Limited,Admin Assistant,Employee,9/5/2008,42000,Banking and Finance
3681,Jurong Port Pte Ltd,Technician,Employee,30/5/2006,53760,Transport
3682,Temasek Holdings,Team Leader,Employee,8/7/2001,51000,Investment
3683,SingTel Limited,Operations Manager,Employee,12/9/2003,52000,Communications
3684,Dizyatec Solutions Pte Ltd,Public Relations Manager,Employee,8/12/2007,75000,Information Technology
3685,Advanced Marine Pte Ltd,Cargo Operator,Employee,17/12/2007,57000,Marine
3686,M.SaaS Solutions Pte Ltd,Senior Team Leader,Employee,24/10/2002,52000,Information Technology
3687,Bank of India,Financial Accounting Manager,Employee,14/7/2003,160020,Banking and Finance
3688,Wing Tai Holdings Limited,Admin Assistant,Employee,9/6/2002,45360,Property
3689,AVD Electronics Marketing Pte Ltd,Public Relations Director,Employee,18/2/2003,100000,Electronics
3690,Futurebooks Pte Ltd,Chairman,Employee,27/9/2002,114640,Accounting
3691,Clouet Trading Pte Ltd,Customer Service Manager,Employee,6/4/2007,56640,Food and Beverages
3692,Wing Tai Holdings Limited,Human Resource Manager,Employee,14/10/2001,199500,Property
3693,Aurigin Technology,Public Relations,Employee,28/8/2001,52920,Electronics
3694,Certis CISCO Security Pte Ltd,Logistics Officer,Employee,25/7/2002,92000,Security
3695,Ministry of Manpower,Employment Officer,Employee,1/7/2003,50100,Government
3696,Temasek Holdings,Senior Clerk,Employee,16/1/2004,87000,Investment
3697,Singapore Press Holdings,Cleaner,Employee,17/4/1986,27013,Media
3698,Hong Leong Bank Berhad,Clerk,Employee,14/12/2002,33480,Banking and Finance
3699,Dizyatec Solutions Pte Ltd,Senior Team Leader,Employee,16/8/2002,52000,Information Technology
3700,Chartered Semiconductor Manufacturing,Manufacturing Engineer,Employee,1/12/2002,44800,Manufacturing
3701,SBS Transit Limited,Manager,Employee,17/1/2003,77760,Transport
3702,CapitaLand Limited,Supervisor,Employee,30/11/2001,60000,Property
3703,A.P.Moller Singapore Pte Ltd,Admin Assistant,Employee,25/6/2005,48000,Transport
3704,Tiger Airways,Public Relations Manager,Employee,17/11/2001,106000,Transport
3705,Changi General Hospital,Data Analyst,Employee,11/9/2003,54000,HealthCare
3706,Temasek Holdings,Team Leader,Employee,28/8/2003,55000,Investment
3707,Electronics & Engineering Pte Ltd,Board of Chairman,Employee,7/8/2002,216940,Diversified
3708,Singapore Telecommunications Limited,Human Resource Manager,Employee,27/2/2002,73000,Communications
3709,Financial Perspectives Pte Ltd,Telesales Executive,Employee,17/2/2005,48000,Education
3710,Wing Tai Holdings Limited,Property Agent,Employee,14/10/2009,60000,Property
3711,Capital Dynamics (S) Pte Ltd,Senior Database Administrator,Employee,7/12/2001,82800,Consulting
3712,JAC Recruitment Pte Ltd,IT Specialist,Employee,7/1/2005,52000,Electronics
3713,SBS Transit Limited,Team Leader,Employee,4/10/2001,78000,Transport
3714,Premier Taxis,Taxi Driver,Self-Employed,19/8/2002,53303,Transport
3715,Bytech Asia Pacific Pte Ltd,IT Support Engineer,Employee,28/6/2008,47240,Information Technology
3716,Vadaro Pte Ltd,Senior Web Developer,Employee,7/11/2001,80000,Information Technology
3717,Wing Tai Holdings Limited,Designer,Employee,19/8/2001,47000,Property
3718,Aspial Corporation Ltd,Storekeeper,Employee,15/7/2001,43500,Retail
3719,Singapore Airlines Limited,Technician,Employee,4/10/2003,51000,Transport
3720,CapitaLand Limited,Board of Chairman,Employee,18/6/2002,222000,Property
3721,NTUC FairPrice Co-Operative Ltd,Salesperson,Employee,10/11/2004,42000,Retail
3722,Medical Technology,Senior Physician,Employee,31/5/2002,285000,HealthCare
3723,MRN Infotech Pte Ltd,Network Engineer,Employee,27/9/2003,45000,Information Technology
3724,BreadTalk Group Limited,Marketing Manager,Employee,1/3/2002,39680,Food and Beverages
3725,Bloomsbury Knowledge (Singapore) Pte Ltd,Social Media Analyst,Employee,17/11/2002,59000,Education
3726,Sembcorp Industries Limited,Driver,Employee,6/9/2001,39360,Diversified
3727,Jurong Port Pte Ltd,Technician,Employee,5/3/2002,59000,Transport
3728,Raffles Medical,Customer Service,Employee,29/5/2002,49440,HealthCare
3729,SBS Transit Limited,Senior Technician,Employee,11/7/2003,80000,Transport
3730,Wing Tai Holdings Limited,It Specialist,Employee,16/10/2001,58000,Property
3731,Temasek Holdings,Funds Manager,Employee,16/3/2002,80000,Investment
3732,Electronics & Engineering Pte Ltd,Chemical Engineering Technician,Employee,10/10/2002,77760,Diversified
3733,Singapore Petroleum Company Limited,Chief Executive Officer,Employee,10/10/2003,212140,Energy and Utility
3734,Mount Alvernia Hospital,Data Analyst,Employee,24/12/2010,60000,HealthCare
3735,Bee Cheng Hiang,IT Assistant,Employee,31/10/1998,32104,Food and Beverages
3736,Singapore Airlines Limited,Clerk,Employee,14/3/1997,30736,Transport
3737,City Developments Limited,Sales Executive,Employee,22/1/2003,199500,Property
3738,Vadaro Pte Ltd,Operations Manager,Employee,12/9/2006,57000,Information Technology
3739,CapitaLand Limited,Senior Quality Inspector,Employee,4/7/2001,81000,Property
3740,ComfortDelGro Corporation Limited,Driver,Employee,19/7/1995,31492,Transport
3741,Singapore Airlines Limited,Quality Assurance Officer,Employee,3/3/2008,74000,Transport
3742,Venture Corporation Limited,Senior Technical Writer,Employee,18/2/2002,79400,Manufacturing
3743,Financial Perspectives Pte Ltd,Social Media Analyst,Employee,30/5/2008,48000,Education
3744,Asia TCM Pte Ltd,Web Designer,Employee,18/11/2002,52000,HealthCare
3745,MHC Asia Group Pte Ltd,IT Specialist,Employee,20/10/2001,52000,HealthCare
3746,NTUC FairPrice Co-Operative Ltd,Technician,Employee,8/12/2002,49500,Retail
3747,Singapore Expats,Administrative Manager,Employee,21/12/2001,81000,Property
3748,Venture Corporation Limited,Equipment Technician,Employee,10/4/2007,50000,Manufacturing
3749,SMRT Corporation,IT Specialist,Employee,4/9/2001,79010,Transport
3750,Arc Marine Pte Ltd,Marine Consultant,Employee,16/2/2001,51200,Marine
3751,Creative Technology,Clerk,Employee,3/4/2009,47280,Electronics
3752,Temasek Holdings,Investment Strategist,Employee,9/3/2010,73000,Investment
3753,Association of Singapore Marine Industries,Marine Engineer,Employee,26/2/2006,55000,Marine
3754,City Developments Limited,Telecommunications Engineer,Employee,28/6/2003,51000,Property
3755,A.P.Moller Singapore Pte Ltd,Supervisor,Employee,4/1/2002,56000,Transport
3756,SilkAir,IT Specialist,Employee,27/8/2002,73000,Transport
3757,InVue Security Products,Security Guard,Employee,10/2/2003,44800,Security
3758,Creative Technology,IT Specialist,Employee,25/7/2002,52000,Electronics
3759,Jetstar Asia Airways,Secretary,Employee,15/12/2003,78400,Transport
3760,Vadaro Pte Ltd,Senior IT Security Manager,Employee,12/2/2001,81000,Information Technology
3761,Venture Corporation Limited,Manager,Employee,8/12/1988,30743,Manufacturing
3762,JAC Recruitment Pte Ltd,Human Resource Manager,Employee,13/8/2002,59000,Electronics
3763,Temasek Holdings,Marketing Executive,Employee,8/8/2002,100000,Investment
3764,StarHub Limited,Social Media Specialist,Employee,12/5/2002,139000,Communications
3765,Capital Dynamics (S) Pte Ltd,Data Analyst,Employee,19/7/2008,74000,Consulting
3766,Jetstar Asia Airways,Clerk,Employee,6/2/1995,32994,Transport
3767,Seagate Technology,Clerk,Employee,30/5/2002,50000,Data Storage
3768,Singapore Post Limited,Director,Employee,30/1/2002,100000,Logistics
3769,Bee Cheng Hiang,Quality Assurance Manager,Employee,12/12/2001,87000,Food and Beverages
3770,BreadTalk Group Limited,Kitchen Crew,Employee,12/7/1981,30744,Food and Beverages
3771,NTUC FairPrice Co-Operative Ltd,Board of Chairman,Employee,1/3/2003,197000,Retail
3772,SPH MediaWorks Limited,Video Editor,Employee,2/9/2010,57000,Media
3773,CapitaLand Limited,Administrative Manager,Employee,14/2/2004,92000,Property
3774,Changi International Airport Services Pte Ltd,Driver,Employee,26/2/2002,57100,Transport
3775,NTUC FairPrice Co-Operative Ltd,Salesperson,Employee,22/6/2005,42000,Retail
3776,Temasek Holdings,Data Analyst,Employee,5/5/2003,59000,Investment
3777,Aurigin Technology,Sales Manager,Employee,17/4/2002,53760,Electronics
3778,Mount Alvernia Hospital,Physician,Employee,17/4/2008,74600,HealthCare
3779,SolarGy Pte Ltd,Driver,Employee,4/4/2001,42000,Energy and Utility
3780,Singapore Civil Defence Force,Senior Technician,Employee,25/1/2002,77800,Government
3781,SolarGy Pte Ltd,General Manager,Employee,19/1/2002,116880,Energy and Utility
3782,Singapore Technologies Engineering Ltd,Senior IT Specialist,Employee,24/10/2011,74680,Manufacturing
3783,FA Systems Automation Pte Ltd,Logistics Manager,Employee,31/1/2008,74680,Manufacturing
3784,Jetstar Asia Airways,Legal Consultant,Employee,8/5/2003,117000,Transport
3785,Wing Tai Holdings Limited,Finance Manager,Employee,8/3/2001,56000,Property
3786,AIBI International,Customer Service,Employee,14/4/1994,30752,HealthCare
3787,DR. W.K. KOO & ASSOCIATES PTE LTD,Financial Advisor,Employee,7/4/2001,77900,HealthCare
3788,Certis CISCO Security Pte Ltd,Auxiliary Officer,Employee,13/7/2003,56000,Security
3789,Singapore Telecommunications Limited,Team Leader,Employee,13/7/2005,42000,Communications
3790,iTPace Software Pte Ltd,Marketing Executive,Employee,26/2/2005,56640,Information Technology
3791,Dizyatec Solutions Pte Ltd,Project Leader,Employee,31/10/2002,50100,Information Technology
3792,SilkAir,Admin Assistant,Employee,18/1/2010,50000,Transport
3793,Aetos Security Management Pte Ltd,Team Leader,Employee,7/2/2001,44800,Security
3794,Acacia Design Consultants Pte Ltd,Applications Programmer,Employee,7/5/2003,75000,Design
3795,Jurong Port Pte Ltd,Supervisor,Employee,25/1/2009,76000,Transport
3796,JTC Corporation,Employment Officer,Employee,26/12/2010,57000,Government
3797,Aspial Corporation Ltd,Manager,Employee,5/8/2003,50400,Retail
3798,DBS Bank Limited,Systems Engineer,Employee,15/12/2011,47000,Banking and Finance
3799,M.SaaS Solutions Pte Ltd,Web Designer,Employee,20/11/2002,43800,Information Technology
3800,Electronics & Engineering Pte Ltd,Production Manager,Employee,6/4/2007,53880,Diversified
3801,K Box KTV Management Pte Ltd,General Manager,Employee,14/7/2003,77960,Entertainment
3802,Temasek Holdings,Senior Data Analyst,Employee,12/9/2001,73000,Investment
3803,SingTel Limited,Brand Ambassador,Employee,25/7/2008,42000,Communications
3804,Season General Services,Customer Service Officer,Employee,20/5/2001,44800,Service
3805,Singapore Technologies Engineering Ltd,Operations Manager,Employee,26/10/2001,59000,Manufacturing
3806,Creative Technology,Clerk,Employee,5/7/1988,31030,Electronics
